,link,text,date,likes,comments
24,https://twitter.com/mns_smi/status/1798091464225767926#m,حاج‌اقا شما به خودت فشار نیار. از #پارک_قیطریه و #پارک_لاله، #دانشگاه_تهران، #تونل_متوسلیان و سایر دسته‌گل‌ها چه خبر؟,"Jun 4, 2024 · 8:36 PM UTC",3,1
25,https://twitter.com/1985Zahraa11928/status/1789229070317940805#m,پس از #پارک_قیطریه و #پارک_لاله و پارکی در ستارخان نوبت به نابودی درختان #سرخه_حصار رسید. #ایران,"May 11, 2024 · 9:40 AM UTC",0,0
26,https://twitter.com/saeed_maaleki/status/1789178302030098690#m,فکر کنید چه فکر مریضی می تواند برای دور زدن #مردم و افکار عمومی دستور دهد درختان #پارک_لاله را آبیاری نکنند تا خشک شود؟!  #زاکانی,"May 11, 2024 · 6:18 AM UTC",398,12
27,https://twitter.com/farzanehhanif70/status/1789077987859529857#m,زاکانی شهردار بیسواد و نالایق، درخت خوار و حرامخوار #پارک_قیطریه، #پارک_لاله، #پارک_سرخه_حصار,"May 10, 2024 · 11:40 PM UTC",2,0
28,https://twitter.com/8413tr/status/1789057400592277597#m,کمر به نابودی #ایران بسته اند عاملان افساد فی الارض! #پارک_قیطریه #پارک_لاله #سرخه_حصار,"May 10, 2024 · 10:18 PM UTC",14,0
29,https://twitter.com/tari1372/status/1789042961864343720#m,یه پیام داشتم واسه شهردار #زاکانی! حروم زاده، اون درختایی که سپردی تو #پارک_لاله آب ندن تا خشک بشن به این واسطه تبعات و هیاهو به بهانه خشک شدن درختان اون سه هزار متر برات کمتر بشه و راحت‌تر اون فضای سبز و تنفسگاه تاریخی تهران ببلعی، کور خوندی! مرتیکه نطفه خراب اون درختا جون دارن!,"May 10, 2024 · 9:20 PM UTC",0,0
30,https://twitter.com/1mashghasem/status/1789016414243766411#m,قابل توجه شهردار نامحترم تهران؛  چند متر زمین خالی در یکی از خیابان‌های تهران شناسایی شد. کاملا مناسب جهت ساخت خانه مداحان، فرهنگسرا یا مسجد.  #پارک_قیطریه #پارک_لاله,"May 10, 2024 · 7:35 PM UTC",18,1
31,https://twitter.com/Mohammad64karim/status/1789001975062753393#m,بنابر گزارش فعالان محلی،درختان محدوده حصارکشی شده #پارک_لاله دو ماه است آبیاری نشده اند که نشان می دهد شهرداری در حال درخت کشی تدریجی است.روشی که شیوه مرسوم سازندگان برای تخریب باغات بوده است. تعرض به بوستانها را متوقف کنید  #نجات_بوستانها https://www.karzar.net/114055,"May 10, 2024 · 6:38 PM UTC",290,4
32,https://twitter.com/yase_sefid1401/status/1788841722329678241#m,پس از #پارک_قیطریه و #پارک_لاله و پارکی در ستارخان نوبت به نابودی درختان #سرخه_حصار رسید.  روزنامه فرهیختگان با انتشار خبری در خصوص این پارک نوشت: « ظاهرا قرار است بخشی از درختان سرخه‌حصار قطع یا جابه‌جا شوند و در آن محوطه رستوران احداث شود.» محدوده‌ای که قرار است درختان⏬,"May 10, 2024 · 8:01 AM UTC",19,0
33,https://twitter.com/parvaz35619977/status/1788652369032417493#m,این هجم از ظلم غیر قابل تحمله  تا وقتی ندونیم چه حق و حقوقی داریم ، تا ندونیم هر ذره ازین خاک مال تک تک. ماست  و کسی حق نداره بهش تجاوز کنه و ازبین ببرش وقتی حقوق بشر را ندونیم باید شاهد این همه ظلم باشیم ...  #پارک_قیطریه #پارک_لاله #سرخه_حصار,"May 9, 2024 · 7:28 PM UTC",14,0
34,https://twitter.com/AzadehMogh37427/status/1788651376785895490#m,#پارک_قیطریه #پارک_لاله,"May 9, 2024 · 7:24 PM UTC",1,0
35,https://twitter.com/madamelamere/status/1788641068117836267#m,زاکانی پدرسگ تیشه رو گرفته دستش بزنه به ریشه هر چی ته‌مونده قشنگی‌های تهرانه🤬 #پارک_لاله,"May 9, 2024 · 6:43 PM UTC",4,0
36,https://twitter.com/Sama46032653/status/1788553277858034019#m,س از #پارک_قیطریه و #پارک_لاله و پارکی در ستارخان نوبت به نابودی درختان #سرخه_حصار رسید.  هم وطن سکوت جایز نیست اگر خواب بمانیم زمانیکه چشمانمان باز شود مشاهده می کنیم، از منابع طبیعی کشورمان چیزی باقی نمانده است. #پارک_قیطریه #پارک_لاله #ایران,"May 9, 2024 · 12:55 PM UTC",7,0
37,https://twitter.com/Sama46032653/status/1788552896184742082#m,پس از #پارک_قیطریه و #پارک_لاله و پارکی در ستارخان نوبت به نابودی درختان #سرخه_حصار رسید.  #ایران,"May 9, 2024 · 12:53 PM UTC",6,0
38,https://twitter.com/NamelessImortal/status/1788550628664307877#m,پروژه نابودی درختان.. #پارک_قیطریه #پارک_لاله #سرخه_حصار #محیط_زیست,"May 9, 2024 · 12:44 PM UTC",13,0
39,https://twitter.com/bita_bittaa/status/1788542596559626698#m,قطع درختان نشانی دیگر از مرگ انسانیت در رژیم اشغالگر جمهوری اسلامی است.  #پارک_قیطریه #پارک_لاله #سرخه_حصار,"May 9, 2024 · 12:12 PM UTC",19,1
40,https://twitter.com/Baharanambahar1/status/1788535292384673992#m,۱)این‌بار #پارک_لاله یکی از بوستان‌های بزرگ شهر #تهران بعد از پارک #قیطریه در خطر کمین مسئولان #شهرداری قرار گرفته است. مدت زیادی نیست که از حواشی حصارکشی پارک قیطریه عبور کرده‌ایم و اکنون باز هم شهرداری تهران خیال دیگری به بهانه ساخت فرهنگسرا بر سر دارد. https://www.faraz.ir/000J5A,"May 9, 2024 · 11:43 AM UTC",0,3
41,https://twitter.com/LadyRose1400/status/1788529908571943048#m,یکی این #زاکانی بی همه چیز رو از برق بکشه! #پارک_لاله رو هم داره نابود میکنه. بی پدر دوست داره مسجد بسازه؟ بره زمین بخره توش مسجد بسازه ؛ چرا برای اموال عمومی تصمیم میگیره؟ ارث پدر بی پدرش که نیست😡😡,"May 9, 2024 · 11:22 AM UTC",22,2
42,https://twitter.com/jkh1974/status/1788521367366697212#m,لعنت بر زاکانی لعنت بر شورای شهر لعنت بر چمران لعنت بر جمهوری اسلامی #اخراج_زاکانی #پارک_لاله #پارک_قیطریه #شورای_شهر_بیعرضه #اخراج_افغانی_مطالبه_ملی,"May 9, 2024 · 10:48 AM UTC",0,0
43,https://twitter.com/LuHquNhVSTuPR61/status/1788504061425107165#m,پس از #پارک_قیطریه و #پارک_لاله و پارکی در ستارخان نوبت به نابودی درختان #سرخه_حصار رسید.  طلب خیر,"May 9, 2024 · 9:39 AM UTC",11,0
44,https://twitter.com/Bita7958/status/1788489594649845870#m,پس از #پارک_قیطریه و #پارک_لاله و پارکی در ستارخان نوبت به نابودی درختان #سرخه_حصار رسید. #محیط_زیست,"May 9, 2024 · 8:42 AM UTC",9,0
45,https://twitter.com/azi_aban/status/1788468350579789851#m,پس از #پارک_قیطریه و #پارک_لاله و پارکی در ستارخان نوبت به نابودی درختان #سرخه_حصار رسید.  #ایران #محیط_زیست ایران رو هم بسوزونید  سقوطتتون نزدیکه!!! و این چیزی هست که خودتون با رفتارتون دارید اعللم‌میکنید مصمم بودن ما که سر جای خودش✋️,"May 9, 2024 · 7:17 AM UTC",13,0
46,https://twitter.com/diba_dokht/status/1788264663630713009#m,خیلی زیبا بود  #پارک_لاله,"May 8, 2024 · 5:48 PM UTC",0,0
47,https://twitter.com/banoofahimeh/status/1788442677630906701#m,آیندگان چگونه از ما یاد خواهند کرد با اینهمه بی تفاوتی و بی مسئولیتی   #پارک_قیطریه #پارک_لاله #سرخه_حصار,"May 9, 2024 · 5:35 AM UTC",13,0
48,https://twitter.com/Renaissanc_1401/status/1788429167102489068#m,📣📣 و بی اعتنایی مستخدمین ملت (گردانندگان امور مملکت ) به خواست ملت و وظایفشان، ادامه دارد این مستخدمین برای چپاول آمده اند نه خدمت❗ #اخراجشان_کنیم #پارک_قیطریه #پارک_لاله #سرخه_حصار,"May 9, 2024 · 4:41 AM UTC",24,0
49,https://twitter.com/poorypan23045/status/1788428895391273313#m,از بین بردن‌پارکها و منابع طبیعی و #محیط_زیست ، فقط از بی #شعور ی و #بی_معرفتی نیست. گفته بودند وقتی بدانیم رفتنی هستیم یک ایران ویران بجا می گذاریم. زاکانی در تاریخ ایران ثبت خواهد شد. #پارک_لاله #پارک_قیطریه #پارک_سرخه‌حصار #ایران,"May 9, 2024 · 4:40 AM UTC",13,0
50,https://twitter.com/asemantaher/status/1788414965663105109#m,در مملکتی که مستخدمین آن نه تنها کاردان نبوده بلکه فاسد و غارتگر هم هستند ملت است که با رشد آگاهی و بیداری می تواند، خود را از زیر یوغ بردگی آنها نجات داده و اجازه ندهند طبیعت ایران را به نابودی بکشانند. #پارک_قیطریه #پارک_لاله #سرخه_حصار #محیط_زیست,"May 9, 2024 · 3:45 AM UTC",18,0
51,https://twitter.com/Nomaaadd/status/1788364821395628102#m,دست از سر ما بردارید. قاتل آدم و خاطره و طبیعت و همه‌اید. #پارک_لاله #توماج_صالحی,"May 9, 2024 · 12:26 AM UTC",1,0
52,https://twitter.com/Reza18649839/status/1788343416226492702#m,وقتی ما سکوت می‌کنیم؛ جمهوری اسلامی هم کمر به نابودی درختان و #محیط_زیست و فرهنگ و تاریخ #ایران می‌بندد.  هموطن این بی‌خبری به نفع ما نیست! #سرخه_حصار #پارک_لاله,"May 8, 2024 · 11:01 PM UTC",35,1
53,https://twitter.com/Taheri_Movement/status/1788340633196699723#m,پس از #پارک_قیطریه و #پارک_لاله و پارکی در ستارخان نوبت به نابودی درختان #سرخه_حصار رسید.  روزنامه فرهیختگان با انتشار خبری در خصوص این پارک نوشت: « ظاهرا قرار است بخشی از درختان سرخه‌حصار قطع یا جابه‌جا شوند و در آن محوطه رستوران احداث شود.» محدوده‌ای که قرار است درختان آن قطع یا احتمالا جابجا شوند، نزدیک ورودی دوم پارک سرخه ‌حصار است.»  زاکانی شهردار بی کفایت تهران که کمر به نابودی کلیه درختان و از بین بردن فضای سبز بسته است، این بار به سراغ پارک قدیمی سرخه حصار رفته و به بهانه ساخت رستوران، درختانی با این قطر که نشان از قدمت آنها دارد که در شرایط اقلیمی و اوضاع بحرانی اکوسیستم بسیار حائز اهمیت می باشد را  پوست کنده و قطع نماید.   شهرداری که باید در زمینه #محیط_زیست کاملا متخصصانه عمل نماید، در اوج بی خردی ساخت و ساز در فضای سبز را جایگزین رشد آن نموده و در غالب پارکها به بهانه های واهی اقدام به قلع و قمع درختان می نماید.  در مملکتی که مستخدمین آن نه تنها کاردان نبوده بلکه فاسد و غارتگر هم هستند ملت است که با رشد آگاهی و بیداری می تواند، خود را از زیر یوغ بردگی آنها نجات داده و اجازه ندهند طبیعت ایران را به نابودی بکشانند.  واکنش ما نشان از مخالفت و هوشیار بودن ماست. هم وطن سکوت جایز نیست اگر خواب بمانیم زمانیکه چشمانمان باز شود مشاهده می کنیم، از منابع طبیعی کشورمان چیزی باقی نمانده است.  #ایران,"May 8, 2024 · 10:50 PM UTC",237,35
54,https://twitter.com/Mohammad64karim/status/1788321242488975481#m,اگرچه گفته شده ساخت و ساز در پارک لاله متوقف شده اما تا زمان برچیده شدن حصار و کانکسهای مستقر ،هنوز پیروزی کارزار در مورد #پارک_لاله به پایان نرسیده و حتی در صورت موفقیت آن تا برچیده شدن حصار تمامی پارک ها و لغو هرگونه ساخت و ساز و دخالت مخرب ادامه دارد https://www.karzar.net/114055,"May 8, 2024 · 9:33 PM UTC",8,0
55,https://twitter.com/FarazDaily/status/1788275700614545541#m,انتقاد عضو شورای شهر تهران درباره پروژه بحث برانگیز شهرداری؛ احداث فرهنگسرا در #پارک_لاله لازم نیست  مهدی عباسی: جلوی این کار گرفته شده است و امیدواریم این اتفاق نیفتد. ما مخالف این کار هستیم، زیرا منطق درستی ندارد https://www.faraz.ir/000J5A,"May 8, 2024 · 6:32 PM UTC",2,2
56,https://twitter.com/Hedayatkhademi1/status/1788452643481821641#m,ظاهرا شورا و #شهرداری قصد کرده اند هر سبزه و گل و باغ و پارک و درختی که از زمان #قاجاریه تاکنون ایجاد شده است را ریشه کن و تخریب کنند!!.مخرب ترین عامل #محیط_زیست و فضای سبز شهری شده اند!. #مجلس_تعطیل #وزارت_کشور گرفتار  #باغ_گیلاس_ازگل #قیطریه #پارک_لاله,"May 9, 2024 · 6:15 AM UTC",41,2
57,https://twitter.com/mns_smi/status/1788160270843380004#m,"«نخستین #پارک #تهران به معنای امروزی، مربوط به دوره پهلوی دوم ""پارک شهر"" است که سال ١٣٢٧ در محله قدیمی #سنگلج احداث شده است. پس از آن در سال ١۳٢٨، #پارک_لاله و در سال ١٣۴٧، #پارک_ملت ساخته شده‌اند.»   #باغات_تهران #شهرداری_تهران","May 8, 2024 · 10:53 AM UTC",1,0
58,https://twitter.com/saba_bsh/status/1788148089158828513#m,به نظر ایده کمربند سبز و ادعای درخت کاشتن دور تهران با قطع کردن درختای قدیمی پارک‌ها خیلی جور درنمیاد آقای شهردار! #پارک_لاله #پارک_قیطریه,"May 8, 2024 · 10:05 AM UTC",15,0
59,https://twitter.com/mns_smi/status/1788138472311582726#m,«پیتر دلاواله در سفر خود به همراه شاه‌ عباس به تهران، اظهار داشته: در تمام عمر خود هیچ‌وقت تعداد به این زیادی چنارهای تنومند و زیبا ندیده‌ام. من باید تهران را شهر چنار بنامم.»  #تهران #شهرداری_تهران #پارک_لاله #پارک_قیطریه #باغ_گیاه_شناسی,"May 8, 2024 · 9:26 AM UTC",0,0
60,https://twitter.com/DavariAbdolreza/status/1788071683418370530#m,ما میخواستیم از درختا  کاغذ و قلم بسازیم  بنویسیم تا بمونیم  پشت سایه جون نبازیم  آینه ها اونجا نبودن  تا ببینیم که چه زشتیم  رو درخت با نوک خنجر  زنده باد درخت نوشتیم... ◼️یغما گلرویی #پارک_قیطریه #پارک_لاله,"May 8, 2024 · 5:01 AM UTC",65,9
61,https://twitter.com/AzadeMokhtari/status/1788123975144374748#m,مهدی عباسی،رئیس کمیسیون شهرسازی شورای شهر تهران: ساخت و ساز در #پارک_لاله با ورود شورای شهر متوقف شد.,"May 8, 2024 · 8:29 AM UTC",204,0
62,https://twitter.com/SharghDaily/status/1788112728051130608#m,عضو شورای شهر تهران:  ساخت و ساز در #پارک_لاله متوقف شد  مهدی عباسی رئیس کمیسیون شهرسازی شورای شهر تهران  در مورد سرانجام ساخت و ساز در پارک لاله با اشاره به برگزاری جلسه ای در کمیسیون شهرسازی شورای شهر تهران با موضوع پارک لاله گفته: در این جلسه معاون خدمات شهری، مدیرعامل سازمان بوستانها و شهردار منطقه حضور داشتند و قرار شد که ساخت و ساز را متوقف کنند_ایسنا,"May 8, 2024 · 7:44 AM UTC",13,1
63,https://twitter.com/RaeisiSabra/status/1788103738441273579#m,#مجتمع_ارگ تجریش، یکی از آن پدیده‌های نامبارکی است که به روند تبدیل شدن #تهران به جزیره‌‌ی گرمایی و تغییر اقلیم این شهر سرعت بخشید. عکس سمت راست را در اردی‌بهشت ۱۴۰۳ ثبت کردم: باغی که به آهن و شیشه تبدیل شد...  #پارک_لاله #پارک_قیطریه,"May 8, 2024 · 7:08 AM UTC",268,11
64,https://twitter.com/jkh1974/status/1788101784713461961#m,لعنت بر زاکانی لعنت بر شورای شهر لعنت بر چمران لعنت بر جمهوری اسلامی #اخراج_زاکانی #پارک_لاله #پارک_قیطریه #شورای_شهر_بیعرضه #اخراج_افغانی_مطالبه_ملی,"May 8, 2024 · 7:01 AM UTC",0,0
65,https://twitter.com/RaeisiSabra/status/1788093114747322817#m,#پارک_لاله #پارک_قیطریه,"May 8, 2024 · 6:26 AM UTC",3,0
66,https://twitter.com/Shahroodi_A/status/1788128437573476828#m,ایرنا: مهدی عباسی رئیس کمیسیون شهرسازی شورای شهر تهران:  در جلسه کمیسیون شهرسازی شورای شهر تهران با موضوع #پارک_لاله (با حضور معاون خدمات شهری، مدیرعامل سازمان بوستانها و شهردار منطقه) قرار شد که ساخت و ساز متوقف شود. این نتیجه مطالبه عمومی و دغدغه مندی شهروندان است.,"May 8, 2024 · 8:46 AM UTC",0,0
67,https://twitter.com/isna_farsi/status/1788064647322460531#m,رئیس کمیسیون شهرسازی شورای شهر #تهران: ساخت و ساز در #پارک_لاله با ورود شورای شهر متوقف شد isna.ir/xdR4JD,"May 8, 2024 · 4:33 AM UTC",33,2
68,https://twitter.com/AmirTajernia/status/1788030432857972875#m,قطع درختان در یک کلان شهری چون تهران اوج بی فرهنگی است بعد #زاکانی دنبال ساخت فرهنگسراست. #پارک_لاله,"May 8, 2024 · 2:17 AM UTC",0,1
69,https://twitter.com/BZhrmar/status/1788018143601791141#m,When great trees fall… هنگامی که درختان بزرگ سقوط می کنند در تپه های دوردست، سنگ ها می لرزند…  -مایا آنجلو #پارک_لاله,"May 8, 2024 · 1:28 AM UTC",0,0
70,https://twitter.com/1mashghasem/status/1787917779024142834#m,شهرداری تهران، چند سال پیش، چند هزار متر از پارک لاله را هم ساختمان سازی کرده برای ستاد مدیریت بحران. در نزدیکی همین حصارکشی تازه به بهانه ساخت فرهنگسرا. دو تا خانه مداحان و قرآن هم بسازه، پارک تموم میشه. خلاص #پارک_لاله,"May 7, 2024 · 6:49 PM UTC",4,0
71,https://twitter.com/basirijam/status/1787916984371249228#m,میگم به نظرتون چرا #زاکانی دست از سر درختا بر نمیداره...شهر رو که به گند کشیده با این زبون بسته ها چیکار داره آخه... #پارک_لاله #پارک_قیطریه #پارک_سرخه_حصار,"May 7, 2024 · 6:46 PM UTC",1,1
72,https://twitter.com/SHIVAARASTEH/status/1787903738855964844#m,مورچگان را چو بود اتفاق  شیر ژیان را بدرانند پوست  .... از قلدری و گفتن باید در همه بوستان ها مسجد و فرهنگسرا ساخته شود ، رسیدیم به گریه در صحن علنی شورا و بیان این نکته که سر سوزنی از حق مردم نباید توسط شورا و شهرداری پایمال شود .  #پارک_قیطریه #پارک_لاله #شورای_شهر_تهران,"May 7, 2024 · 5:54 PM UTC",79,4
73,https://twitter.com/AzadiTeheran/status/1787885445436633400#m,#پارک_لاله,"May 7, 2024 · 4:41 PM UTC",1,0
74,https://twitter.com/jkh1974/status/1787871891237007451#m,با ۲ میلیارد یورویی که زاکانی برای خرید اتوبوس و تاکسی تو چین خرج کرد، چقدر سهام از شرکت‌های خودروسازی می‌شد خرید؟ @Mamelekat #اخراج_زاکانی #پارک_لاله #پارک_قیطریه #شورای_شهر_بیعرضه #اخراج_افغانی_مطالبه_ملی,"May 7, 2024 · 3:47 PM UTC",0,0
75,https://twitter.com/Mostashaaaaar/status/1787870800634097885#m,کاش این ماجرای قطع کردن درختای #پارک_لاله رو هم افشا کنه، بلکه یه فرجی شد.,"May 7, 2024 · 3:43 PM UTC",26,2
